#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
425498	8452	9817	114030	115156	-	-	CUL3	KEAP1	CUL-3|PHA2E	INrf2|KLHL19	Affinity Capture-Western	physical	Chew EH (2007)	PUBMED:17439941	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
425740	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Chew EH (2007)	PUBMED:17439941	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
426873	8452	8452	114030	114030	-	-	CUL3	CUL3	CUL-3|PHA2E	CUL-3|PHA2E	FRET	physical	Wimuttisuk W (2007)	PUBMED:17192413	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
426874	8452	8452	114030	114030	-	-	CUL3	CUL3	CUL-3|PHA2E	CUL-3|PHA2E	Affinity Capture-Western	physical	Wimuttisuk W (2007)	PUBMED:17192413	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
426876	898	8452	107338	114030	-	-	CCNE1	CUL3	CCNE	CUL-3|PHA2E	Affinity Capture-Western	physical	Wimuttisuk W (2007)	PUBMED:17192413	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P24864	-	NP_001229	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
427154	5378	8452	111391	114030	-	-	PMS1	CUL3	HNPCC3|PMSL1|hPMS1	CUL-3|PHA2E	Affinity Capture-Western	physical	Cannavo E (2007)	PUBMED:17148452	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P54277	B7ZAA0|I6L9H5|B4DIH7	NP_001307973|NP_001307976|NP_001307977|NP_001307974|NP_001307975|NP_001307978|NP_001276337|NP_001307980|NP_001276338|NP_001121615|NP_000525|NP_001121616	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
428536	192111	8452	128154	114030	-	-	PGAM5	CUL3	BXLBV68	CUL-3|PHA2E	Affinity Capture-Western	physical	Lo SC (2006)	PUBMED:17046835	9606	9606	Low Throughput	-	-	ubc not confirmed human	-	BIOGRID	Q96HS1	-	NP_612642|NP_001164014|NP_001164015	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
431025	147040	8452	127031	114030	-	-	KCTD11	CUL3	C17orf36|KCASH1|REN|REN/KCTD11	CUL-3|PHA2E	Affinity Capture-Western	physical	Canettieri G (2010)	PUBMED:20081843	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q693B1	-	NP_001002914	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
446197	23710	8452	117223	114030	-	-	GABARAPL1	CUL3	APG8-LIKE|APG8L|ATG8|ATG8B|ATG8L|GEC1	CUL-3|PHA2E	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	Q9H0R8	A0A024RAP5	NP_113600|NP_001350527	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
446218	11345	8452	116473	114030	-	-	GABARAPL2	CUL3	ATG8|ATG8C|GATE-16|GATE16|GEF-2|GEF2	CUL-3|PHA2E	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	P60520	-	NP_009216	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
446266	84078	8452	123873	114030	-	-	KBTBD7	CUL3	-	CUL-3|PHA2E	Affinity Capture-MS	physical	Behrends C (2010)	PUBMED:20562859	9606	9606	High Throughput	-	-	Exogenous expression of bait	-	BIOGRID	Q8WVZ9	-	NP_115514	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	BTO:0000007	HEK-293 cell	cell line	-	-	-	Homo sapiens	Homo sapiens
465050	8533	8452	114103	114030	-	-	COPS3	CUL3	CSN3|SGN3	CUL-3|PHA2E	Affinity Capture-MS	physical	Min KW (2005)	PUBMED:16036220	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UNS2	-	NP_003644|NP_001303284|NP_001303285|NP_001303286|NP_001303287|NP_001186054|NP_001303283	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465282	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang DD (2005)	PUBMED:15983046	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465284	8139	8452	113800	114030	-	-	GAN	CUL3	GAN1|KLHL16	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang DD (2005)	PUBMED:15983046	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9H2C0	B3KTC3	NP_071324	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465286	8507	8452	114079	114030	-	-	ENC1	CUL3	CCL28|ENC-1|KLHL35|KLHL37|NRPB|PIG10|TP53I10	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang DD (2005)	PUBMED:15983046	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14682	Q53XS2	NP_001243503|NP_001243504|NP_003624|NP_001243505	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465288	10324	8452	115607	114030	-	-	KLHL41	CUL3	KBTBD10|Krp1|NEM9|SARCOSIN	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang DD (2005)	PUBMED:15983046	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O60662	-	NP_006054	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470933	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470935	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Reconstituted Complex	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470936	8452	4780	114030	110852	-	-	CUL3	NFE2L2	CUL-3|PHA2E	NRF2	Affinity Capture-Western	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470937	8452	9817	114030	115156	-	-	CUL3	KEAP1	CUL-3|PHA2E	INrf2|KLHL19	Affinity Capture-Western	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470938	8452	9978	114030	115301	-	RP11-554C12.1	CUL3	RBX1	CUL-3|PHA2E	BA554C12.1|RNF75|ROC1	Affinity Capture-Western	physical	Furukawa M (2005)	PUBMED:15601839	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	P62877	-	NP_055063	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470951	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Zhang DD (2004)	PUBMED:15572695	9606	9606	Low Throughput	-	-	Figure 3	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
477794	9978	8452	115301	114030	RP11-554C12.1	-	RBX1	CUL3	BA554C12.1|RNF75|ROC1	CUL-3|PHA2E	Affinity Capture-MS	physical	Hu J (2004)	PUBMED:15448697	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P62877	-	NP_055063	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
477819	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Cullinan SB (2004)	PUBMED:15367669	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
477820	4780	8452	110852	114030	-	-	NFE2L2	CUL3	NRF2	CUL-3|PHA2E	Affinity Capture-Western	physical	Cullinan SB (2004)	PUBMED:15367669	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
477821	8452	4780	114030	110852	-	-	CUL3	NFE2L2	CUL-3|PHA2E	NRF2	Affinity Capture-Western	physical	Cullinan SB (2004)	PUBMED:15367669	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q16236	-	NP_006155|NP_001138884|NP_001138885|NP_001300829|NP_001300830|NP_001300831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
478663	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	Kobayashi A (2004)	PUBMED:15282312	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
478664	8452	9817	114030	115156	-	-	CUL3	KEAP1	CUL-3|PHA2E	INrf2|KLHL19	Affinity Capture-Western	physical	Kobayashi A (2004)	PUBMED:15282312	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q14145	A0A024R7C0	NP_036421|NP_987096	-	-	-	-	-	-	Homo sapiens	Homo sapiens
478924	8452	59349	114030	121890	-	-	CUL3	KLHL12	CUL-3|PHA2E	C3IP1|DKIR	Affinity Capture-Western	physical	Angers S (2006)	PUBMED:16547521	9606	9606	Low Throughput	-	-	Observed in HEK293T cells by immunoprecipitation of CUL3 followed by Western blotting for KLHL12.	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q53G59	-	NP_001290038|NP_001289980|NP_067646	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503267	8452	648	114030	107116	-	RP11-573G6.1	CUL3	BMI1	CUL-3|PHA2E	FLVI2/BMI1|PCGF4|RNF51	Affinity Capture-Western	physical	Hernandez-Munoz I (2005)	PUBMED:15897469	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	P35226	-	NP_005171	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503268	8452	9555	114030	114927	-	-	CUL3	H2AFY	CUL-3|PHA2E	H2A.y|H2A/y|H2AF12M|H2AFJ|MACROH2A1.1|mH2A1|macroH2A1.2	Affinity Capture-Western	physical	Hernandez-Munoz I (2005)	PUBMED:15897469	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	O75367	-	NP_004884|NP_001035248|NP_613258|NP_613075	-	-	-	-	-	-	Homo sapiens	Homo sapiens
518853	8452	9978	114030	115301	-	RP11-554C12.1	CUL3	RBX1	CUL-3|PHA2E	BA554C12.1|RNF75|ROC1	Affinity Capture-Western	physical	Furukawa M (2002)	PUBMED:11861641	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	P62877	-	NP_055063	-	-	-	-	-	-	Homo sapiens	Homo sapiens
546901	27252	8452	118100	114030	RP3-383J4.3	-	KLHL20	CUL3	KHLHX|KLEIP|KLHLX	CUL-3|PHA2E	Affinity Capture-Western	physical	Lee YR (2010)	PUBMED:20389280	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9Y2M5	A0A024R940	NP_055273	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
546902	1612	8452	107982	114030	-	-	DAPK1	CUL3	DAPK	CUL-3|PHA2E	Affinity Capture-Western	physical	Lee YR (2010)	PUBMED:20389280	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P53355	Q59H88|B4DHI4	NP_001275659|NP_004929|NP_001275660|NP_001275658	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
555109	9817	8452	115156	114030	-	-	KEAP1	CUL3	INrf2|KLHL19	CUL-3|PHA2E	Affinity Capture-Western	physical	McMahon M (2006)	PUBMED:16790436	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14145	A0A024R7C0	NP_036421|NP_987096	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
557236	8452	23365	114030	116945	-	-	CUL3	ARHGEF12	CUL-3|PHA2E	LARG|PRO2792	Two-hybrid	physical	Lin MY (2011)	PUBMED:21670212	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q9NZN5	E9PMR6|B4E2K6	NP_001185594|NP_001288013|NP_056128	-	-	-	-	-	-	Homo sapiens	Homo sapiens
557237	23365	8452	116945	114030	-	-	ARHGEF12	CUL3	LARG|PRO2792	CUL-3|PHA2E	Affinity Capture-Western	physical	Lin MY (2011)	PUBMED:21670212	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NZN5	E9PMR6|B4E2K6	NP_001185594|NP_001288013|NP_056128	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	-	-	-	-	-	-	Homo sapiens	Homo sapiens
